cmt#Author	cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#Author -> cmt#User -> cmt#Person	cmt#AuthorNotReviewer, cmt#Co-author	cmt#submitPaper -> cmt#Paper, cmt#writePaper -> cmt#Paper, cmt#hasAuthor -> cmt#Paper, cmt#markConflictOfInterest -> cmt#Paper	 	iasted#Author	iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person	iasted#Author_book_proceedings_included, iasted#Author_cd_proceedings_included, iasted#Lecturer, iasted#Tutorial_speaker, iasted#Plenary_lecture_speaker	iasted#give -> iasted#Brief_introduction_for_Session_chair, iasted#prepare -> iasted#Transparency, iasted#is_given_by -> iasted#Brief_introduction_for_Session_chair	 	1.583448015935938
edas#SocialEvent	edas#SocialEvent -> edas#NonAcademicEvent -> edas#ConferenceEvent	edas#Excursion, edas#Reception	 	 	ekaw#Social_Event	ekaw#Social_Event -> ekaw#Event	ekaw#Conference_Trip, ekaw#Conference_Banquet	 	 	1.5748301049878501
confOf#Social_event	confOf#Social_event -> confOf#Event	confOf#Reception, confOf#Trip, confOf#Banquet	 	confOf#maxChoice -> confOf#positiveInteger, confOf#minChoice -> confOf#positiveInteger, confOf#has_short_title -> confOf#string, confOf#has_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#location -> confOf#string	edas#SocialEvent	edas#SocialEvent -> edas#NonAcademicEvent -> edas#ConferenceEvent	edas#Reception, edas#Excursion	 	 	1.5719547337669018
cmt#Review	cmt#Review -> cmt#Document	 	cmt#writtenBy -> cmt#Reviewer, cmt#writeReview -> cmt#Reviewer, cmt#endReview -> cmt#ProgramCommitteeChair	 	edas#Review	edas#Review -> edas#Document	 	 	 	1.5717146269508806
ekaw#Review	ekaw#Review -> ekaw#Document	 	ekaw#reviewWrittenBy -> ekaw#Possible_Reviewer, ekaw#hasReview -> ekaw#Paper, ekaw#reviewOfPaper -> ekaw#Paper	 	sigkdd#Review	sigkdd#Review -> sigkdd#Document	 	 	 	1.5717146269508806
cmt#Review	cmt#Review -> cmt#Document	 	cmt#writtenBy -> cmt#Reviewer, cmt#writeReview -> cmt#Reviewer, cmt#endReview -> cmt#ProgramCommitteeChair	 	sigkdd#Review	sigkdd#Review -> sigkdd#Document	 	 	 	1.5717146269508806
edas#Review	edas#Review -> edas#Document	 	 	 	sigkdd#Review	sigkdd#Review -> sigkdd#Document	 	 	 	1.5717146269508806
edas#Review	edas#Review -> edas#Document	 	 	 	ekaw#Review	ekaw#Review -> ekaw#Document	 	ekaw#reviewWrittenBy -> ekaw#Possible_Reviewer, ekaw#hasReview -> ekaw#Paper, ekaw#reviewOfPaper -> ekaw#Paper	 	1.5717146269508806
conference#Person	 	conference#Conference_participant, conference#Conference_applicant, conference#Reviewer, conference#Conference_contributor, conference#Committee_member, conference#Track-workshop_chair	conference#has_authors -> conference#Conference_document, conference#contributes -> conference#Conference_document	conference#has_the_first_name -> conference#string, conference#has_an_email -> conference#string, conference#has_the_last_name -> conference#string	sigkdd#Person	 	sigkdd#Speaker, sigkdd#Listener, sigkdd#Organizator	sigkdd#can_stay_in -> sigkdd#Place, sigkdd#payed_by -> sigkdd#Registration_fee, sigkdd#can_stay_in -> sigkdd#Hotel, sigkdd#pay -> sigkdd#Registration_fee	sigkdd#E-mail -> sigkdd#string, sigkdd#Name -> sigkdd#string, sigkdd#Nation -> sigkdd#string	1.563974805008943
cmt#ProgramCommitteeMember	cmt#ProgramCommitteeMember -> cmt#Person, cmt#ProgramCommitteeMember -> cmt#ConferenceMember -> cmt#Person	 	cmt#addProgramCommitteeMember -> cmt#Administrator, cmt#hasProgramCommitteeMember -> cmt#ProgramCommittee, cmt#memberOfProgramCommittee -> cmt#ProgramCommittee, cmt#setMaxPapers -> cmt#Administrator, cmt#addedBy -> cmt#Administrator	cmt#maxPapers -> cmt#int	confOf#Member_PC	confOf#Member_PC -> confOf#Person	 	confOf#expertOn -> confOf#Topic, confOf#expertOn -> confOf#Topic, confOf#reviewes -> confOf#Contribution, confOf#reviewes -> confOf#Contribution	 	1.5558114962833964
confOf#Author	confOf#Author -> confOf#Person	 	confOf#writes -> confOf#Contribution, confOf#writtenBy -> confOf#Contribution, confOf#writes -> confOf#Contribution	 	iasted#Author	iasted#Author -> iasted#Speaker -> iasted#Delegate -> iasted#Person	 	iasted#give -> iasted#Brief_introduction_for_Session_chair, iasted#prepare -> iasted#Transparency, iasted#is_given_by -> iasted#Brief_introduction_for_Session_chair	 	1.5543239413470493
conference#Conference_participant	conference#Conference_participant -> conference#Person	conference#Active_conference_participant, conference#Passive_conference_participant	 	 	ekaw#Conference_Participant	ekaw#Conference_Participant -> ekaw#Person	ekaw#Late-Registered_Participant, ekaw#Early-Registered_Participant, ekaw#OC_Member, ekaw#Session_Chair, ekaw#Presenter, ekaw#Workshop_Chair, ekaw#PC_Chair, ekaw#Demo_Chair	ekaw#writtenBy -> ekaw#Camera_Ready_Paper	 	1.542526846958549
ekaw#Abstract	ekaw#Abstract -> ekaw#Document	 	ekaw#paperPresentedAs -> ekaw#Individual_Presentation, ekaw#presentationOfPaper -> ekaw#Individual_Presentation	 	sigkdd#Abstract	sigkdd#Abstract -> sigkdd#Document	 	 	 	1.532623969472895
confOf#Student	confOf#Student -> confOf#Participant -> confOf#Person	 	 	 	ekaw#Student	ekaw#Student -> ekaw#Person	 	 	 	1.523274104084855
iasted#Main_office	iasted#Main_office -> iasted#Place	 	 	 	sigkdd#Main_office	sigkdd#Main_office -> sigkdd#Place	 	 	 	1.5158978603087259
edas#Author	 	edas#Presenter	edas#isWrittenBy -> edas#Paper, edas#hasRelatedPaper -> edas#Paper	 	sigkdd#Author	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person	sigkdd#Author_of_paper, sigkdd#Author_of_paper_student	sigkdd#obtain -> sigkdd#Award, sigkdd#submit -> sigkdd#Paper, sigkdd#notification_until -> sigkdd#Deadline_Author_notification, sigkdd#notification_until -> sigkdd#Deadline_Author_notification	 	1.50572564271463
iasted#Review	iasted#Review -> iasted#Document -> iasted#Item	 	iasted#is_writen_by -> iasted#Reviewer	 	sigkdd#Review	sigkdd#Review -> sigkdd#Document	 	 	 	1.500488822766033
edas#Review	edas#Review -> edas#Document	 	 	 	iasted#Review	iasted#Review -> iasted#Document -> iasted#Item	 	iasted#is_writen_by -> iasted#Reviewer	 	1.500488822766033
edas#RejectedPaper	edas#RejectedPaper -> edas#Paper -> edas#Document	 	 	 	ekaw#Rejected_Paper	ekaw#Rejected_Paper -> ekaw#Evaluated_Paper -> ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	 	 	 	1.498655773962985
cmt#Administrator	cmt#Administrator -> cmt#User -> cmt#Person	 	cmt#paperAssignmentToolsRunBy -> cmt#Conference, cmt#enterReviewCriteria -> cmt#Conference, cmt#acceptedBy -> cmt#Paper, cmt#addProgramCommitteeMember -> cmt#ProgramCommitteeMember, cmt#runPaperAssignmentTools -> cmt#Conference, cmt#rejectPaper -> cmt#Paper, cmt#enableVirtualMeeting -> cmt#Conference, cmt#assignReviewer -> cmt#Reviewer, cmt#virtualMeetingEnabledBy -> cmt#Conference, cmt#detailsEnteredBy -> cmt#Conference, cmt#reviewCriteriaEnteredBy -> cmt#Conference, cmt#printHardcopyMailingManifests -> cmt#Conference, cmt#assignedByAdministrator -> cmt#Reviewer, cmt#enterConferenceDetails -> cmt#Conference, cmt#rejectedBy -> cmt#Paper, cmt#reviewerBiddingStartedBy -> cmt#Conference, cmt#hardcopyMailingManifestsPrintedBy -> cmt#Conference, cmt#paperAssignmentFinalizedBy -> cmt#Conference, cmt#startReviewerBidding -> cmt#Conference, cmt#finalizePaperAssignment -> cmt#Conference, cmt#setMaxPapers -> cmt#ProgramCommitteeMember, cmt#addedBy -> cmt#ProgramCommitteeMember, cmt#acceptPaper -> cmt#Paper	 	confOf#Administrator	confOf#Administrator -> confOf#Person	 	 	 	1.4945662099294377
edas#Conference	 	 	edas#hasRelatedDocument -> edas#Document, edas#isMemberOf -> edas#Person, edas#isTopicOf -> edas#Topic, edas#relatesTo -> edas#Document, edas#hasTopic -> edas#Topic, edas#hasMember -> edas#Person, edas#hasCountry -> edas#Country	edas#paperDueOn -> edas#dateTime, edas#registrationDueOn -> edas#dateTime, edas#endDate -> edas#dateTime, edas#startDate -> edas#dateTime, edas#manuscriptDueOn -> edas#dateTime, edas#hasName -> edas#string	sigkdd#Conference	 	 	sigkdd#hold -> sigkdd#ACM_SIGKDD, sigkdd#holded_by -> sigkdd#ACM_SIGKDD, sigkdd#hold -> sigkdd#ACM_SIGKDD	sigkdd#End_of_conference -> sigkdd#dateTime, sigkdd#Start_of_conference -> sigkdd#dateTime, sigkdd#Name_of_conference -> sigkdd#string, sigkdd#City_of_conference -> sigkdd#string	1.4933823870072602
ekaw#Session	ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	ekaw#Conference_Session, ekaw#Workshop_Session, ekaw#Poster_Session, ekaw#Demo_Session, ekaw#Regular_Session	ekaw#hasEvent -> ekaw#Individual_Presentation	 	iasted#Session	iasted#Session -> iasted#Lecture -> iasted#Conference_activity -> iasted#Activity	iasted#Speaker_lecture	iasted#is_held_in -> iasted#Session_room	 	1.4932028922636706
cmt#Author	cmt#Author -> cmt#ConferenceMember -> cmt#Person, cmt#Author -> cmt#User -> cmt#Person	cmt#Co-author, cmt#AuthorNotReviewer	cmt#submitPaper -> cmt#Paper, cmt#writePaper -> cmt#Paper, cmt#hasAuthor -> cmt#Paper, cmt#markConflictOfInterest -> cmt#Paper	 	edas#Author	 	edas#Presenter	edas#isWrittenBy -> edas#Paper, edas#hasRelatedPaper -> edas#Paper	 	1.492447255165334
iasted#Person	 	iasted#Delegate, iasted#Sponsor	iasted#is_signed_by -> iasted#Item, iasted#pay -> iasted#Money, iasted#is_designed_for -> iasted#Time, iasted#is_designed_for -> iasted#Money, iasted#is_visited_by -> iasted#State, iasted#is_connected_with -> iasted#Place, iasted#occupy -> iasted#Building, iasted#sign -> iasted#Item, iasted#occupy -> iasted#State, iasted#is_occupied_by -> iasted#Building, iasted#is_used_by -> iasted#Item, iasted#speak_in -> iasted#Place, iasted#is_prepared_by -> iasted#Item, iasted#occupy -> iasted#City, iasted#is_present_in -> iasted#Time, iasted#is_present_in -> iasted#Place, iasted#speak_in -> iasted#Time, iasted#give -> iasted#Activity, iasted#is_paid_by -> iasted#Money, iasted#send -> iasted#Item, iasted#is_given_by -> iasted#Activity, iasted#prepare -> iasted#Item, iasted#is_designed_for -> iasted#Activity, iasted#is_writen_by -> iasted#Item, iasted#is_visited_by -> iasted#City, iasted#is_sent_by -> iasted#Item, iasted#give -> iasted#Item, iasted#is_visited_by -> iasted#Building, iasted#is_needed_for -> iasted#Item, iasted#is_present -> iasted#Time, iasted#is_given_by -> iasted#Item, iasted#is_connected_with -> iasted#Item, iasted#is_occupied_by -> iasted#State, iasted#is_occupied_by -> iasted#City, iasted#need -> iasted#Item, iasted#is_given_to -> iasted#Item, iasted#write -> iasted#Item, iasted#obtain -> iasted#Item	 	sigkdd#Person	 	sigkdd#Listener, sigkdd#Speaker, sigkdd#Organizator	sigkdd#can_stay_in -> sigkdd#Place, sigkdd#payed_by -> sigkdd#Registration_fee, sigkdd#can_stay_in -> sigkdd#Hotel, sigkdd#pay -> sigkdd#Registration_fee	sigkdd#E-mail -> sigkdd#string, sigkdd#Name -> sigkdd#string, sigkdd#Nation -> sigkdd#string	1.4868007425888323
confOf#University	confOf#University -> confOf#Organization	 	confOf#studyAt -> confOf#Scholar, confOf#studyAt -> confOf#Scholar	 	ekaw#University	ekaw#University -> ekaw#Academic_Institution -> ekaw#Organisation	 	 	 	1.4730994715045542
conference#Review	conference#Review -> conference#Conference_document	 	conference#has_a_review -> conference#Reviewed_contribution, conference#reviews -> conference#Reviewed_contribution	 	sigkdd#Review	sigkdd#Review -> sigkdd#Document	 	 	 	1.4680523056872943
conference#Review	conference#Review -> conference#Conference_document	 	conference#has_a_review -> conference#Reviewed_contribution, conference#reviews -> conference#Reviewed_contribution	 	edas#Review	edas#Review -> edas#Document	 	 	 	1.4680523056872943
iasted#Conference_hall	iasted#Conference_hall -> iasted#Place	 	iasted#is_situated_in -> iasted#Conference_building, iasted#speak_in -> iasted#Plenary_lecture_speaker, iasted#speak_in -> iasted#Tutorial_speaker	 	sigkdd#Conference_hall	sigkdd#Conference_hall -> sigkdd#Place	 	 	 	1.4679338513661808
iasted#Listener	iasted#Listener -> iasted#Delegate -> iasted#Person	 	iasted#is_designed_for -> iasted#Lecture, iasted#sign -> iasted#Record_of_attendance, iasted#is_designed_for -> iasted#Audiovisual_equipment, iasted#is_signed_by -> iasted#Record_of_attendance	 	sigkdd#Listener	sigkdd#Listener -> sigkdd#Person	 	 	 	1.4668630110492302
iasted#Place	 	iasted#Conference_hall, iasted#Main_office, iasted#Hotel_room, iasted#Session_room, iasted#Building	iasted#is_situated_in -> iasted#City, iasted#is_situated_in -> iasted#City, iasted#is_connected_with -> iasted#Person, iasted#is_equipped_by -> iasted#Item, iasted#speak_in -> iasted#Person, iasted#is_connected_with -> iasted#Activity, iasted#is_present_in -> iasted#Person, iasted#is_situated_in -> iasted#Conference_state, iasted#is_situated_in -> iasted#Building, iasted#is_situated_in -> iasted#Building, iasted#is_situated_in -> iasted#Conference_city, iasted#is_situated_in -> iasted#State, iasted#is_held_in -> iasted#Activity	 	sigkdd#Place	 	sigkdd#Conference_hall, sigkdd#Main_office, sigkdd#Hotel	sigkdd#can_stay_in -> sigkdd#Person	 	1.4650367484061708
cmt#Paper	cmt#Paper -> cmt#Document	 	cmt#acceptedBy -> cmt#Administrator, cmt#readByMeta-Reviewer -> cmt#Meta-Reviewer, cmt#readByReviewer -> cmt#Reviewer, cmt#markConflictOfInterest -> cmt#Reviewer, cmt#rejectPaper -> cmt#Administrator, cmt#submitPaper -> cmt#Author, cmt#readPaper -> cmt#Reviewer, cmt#writePaper -> cmt#Author, cmt#hasAuthor -> cmt#Author, cmt#hasSubjectArea -> cmt#SubjectArea, cmt#rejectedBy -> cmt#Administrator, cmt#assignedTo -> cmt#Reviewer, cmt#hasBid -> cmt#Bid, cmt#markConflictOfInterest -> cmt#Chairman, cmt#co-writePaper -> cmt#Co-author, cmt#hasCo-author -> cmt#Co-author, cmt#markConflictOfInterest -> cmt#Author, cmt#hasBeenAssigned -> cmt#Reviewer, cmt#acceptPaper -> cmt#Administrator, cmt#hasDecision -> cmt#Decision	cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string	conference#Paper	conference#Paper -> conference#Regular_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	 	conference#is_the_1th_part_of -> conference#Abstract, conference#has_an_abstract -> conference#Abstract	 	1.4622716111466043
confOf#Person	 	confOf#Participant, confOf#Assistant, confOf#Administrator, confOf#Volunteer, confOf#Scholar, confOf#Author, confOf#Science_Worker, confOf#Member_PC	confOf#hasCountry -> confOf#Country, confOf#hasCity -> confOf#City, confOf#hasCity -> confOf#City, confOf#employedBy -> confOf#Organization, confOf#employedBy -> confOf#Organization	confOf#hasHomePage -> confOf#string, confOf#hasSurname -> confOf#string, confOf#hasEmail -> confOf#string, confOf#hasPhone -> confOf#string, confOf#hasFax -> confOf#string, confOf#hasPostalCode -> confOf#string, confOf#hasFirstName -> confOf#string, confOf#hasStreet -> confOf#string	iasted#Person	 	iasted#Delegate, iasted#Sponsor	iasted#is_signed_by -> iasted#Item, iasted#pay -> iasted#Money, iasted#is_designed_for -> iasted#Time, iasted#is_designed_for -> iasted#Money, iasted#is_visited_by -> iasted#State, iasted#is_connected_with -> iasted#Place, iasted#occupy -> iasted#Building, iasted#sign -> iasted#Item, iasted#occupy -> iasted#State, iasted#is_occupied_by -> iasted#Building, iasted#is_used_by -> iasted#Item, iasted#speak_in -> iasted#Place, iasted#is_prepared_by -> iasted#Item, iasted#occupy -> iasted#City, iasted#is_present_in -> iasted#Time, iasted#is_present_in -> iasted#Place, iasted#speak_in -> iasted#Time, iasted#give -> iasted#Activity, iasted#is_paid_by -> iasted#Money, iasted#send -> iasted#Item, iasted#is_given_by -> iasted#Activity, iasted#prepare -> iasted#Item, iasted#is_designed_for -> iasted#Activity, iasted#is_writen_by -> iasted#Item, iasted#is_visited_by -> iasted#City, iasted#is_sent_by -> iasted#Item, iasted#give -> iasted#Item, iasted#is_visited_by -> iasted#Building, iasted#is_needed_for -> iasted#Item, iasted#is_present -> iasted#Time, iasted#is_given_by -> iasted#Item, iasted#is_connected_with -> iasted#Item, iasted#is_occupied_by -> iasted#State, iasted#is_occupied_by -> iasted#City, iasted#need -> iasted#Item, iasted#is_given_to -> iasted#Item, iasted#write -> iasted#Item, iasted#obtain -> iasted#Item	 	1.4619407486064553
cmt#Document	 	cmt#Paper, cmt#Review	cmt#hasConflictOfInterest -> cmt#Person	 	edas#Document	 	edas#Paper, edas#Review, edas#Programme, edas#MealMenu, edas#SlideSet	edas#relatesTo -> edas#AcademicEvent, edas#hasRelatedDocument -> edas#Conference, edas#relatesTo -> edas#ConferenceSession, edas#relatesTo -> edas#Conference, edas#relatesTo -> edas#Person, edas#hasRelatedDocument -> edas#Person, edas#hasRelatedDocument -> edas#ConferenceSession, edas#hasRelatedDocument -> edas#AcademicEvent	 	1.4564823466147185
conference#Paper	conference#Paper -> conference#Regular_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	 	conference#is_the_1th_part_of -> conference#Abstract, conference#has_an_abstract -> conference#Abstract	 	edas#Paper	edas#Paper -> edas#Document	 	edas#isReviewedBy -> edas#SessionChair, edas#isReviewing -> edas#ConferenceChair, edas#isTopicOf -> edas#Topic, edas#isReviewing -> edas#Reviewer, edas#isReviewedBy -> edas#TPCMember, edas#isReviewing -> edas#SessionChair, edas#isReviewedBy -> edas#ConferenceChair, edas#isReviewing -> edas#TPCMember, edas#isWrittenBy -> edas#Author, edas#isReviewedBy -> edas#Reviewer, edas#hasTopic -> edas#Topic, edas#hasRelatedPaper -> edas#Author	 	1.4530234998792053
cmt#Conference	 	 	cmt#paperAssignmentToolsRunBy -> cmt#Administrator, cmt#enterReviewCriteria -> cmt#Administrator, cmt#runPaperAssignmentTools -> cmt#Administrator, cmt#hasConferenceMember -> cmt#ConferenceMember, cmt#enableVirtualMeeting -> cmt#Administrator, cmt#virtualMeetingEnabledBy -> cmt#Administrator, cmt#detailsEnteredBy -> cmt#Administrator, cmt#reviewCriteriaEnteredBy -> cmt#Administrator, cmt#printHardcopyMailingManifests -> cmt#Administrator, cmt#enterConferenceDetails -> cmt#Administrator, cmt#reviewerBiddingStartedBy -> cmt#Administrator, cmt#hardcopyMailingManifestsPrintedBy -> cmt#Administrator, cmt#paperAssignmentFinalizedBy -> cmt#Administrator, cmt#startReviewerBidding -> cmt#Administrator, cmt#finalizePaperAssignment -> cmt#Administrator, cmt#memberOfConference -> cmt#ConferenceMember	cmt#siteURL -> cmt#anyURI, cmt#acceptsHardcopySubmissions -> cmt#boolean, cmt#logoURL -> cmt#anyURI, cmt#reviewsPerPaper -> cmt#int, cmt#name -> cmt#string, cmt#date -> cmt#date	sigkdd#Conference	 	 	sigkdd#hold -> sigkdd#ACM_SIGKDD, sigkdd#holded_by -> sigkdd#ACM_SIGKDD, sigkdd#hold -> sigkdd#ACM_SIGKDD	sigkdd#End_of_conference -> sigkdd#dateTime, sigkdd#Start_of_conference -> sigkdd#dateTime, sigkdd#Name_of_conference -> sigkdd#string, sigkdd#City_of_conference -> sigkdd#string	1.4507957533777547
edas#Document	 	edas#Paper, edas#Review, edas#Programme, edas#MealMenu	edas#relatesTo -> edas#AcademicEvent, edas#hasRelatedDocument -> edas#Conference, edas#relatesTo -> edas#ConferenceSession, edas#relatesTo -> edas#Conference, edas#relatesTo -> edas#Person, edas#hasRelatedDocument -> edas#Person, edas#hasRelatedDocument -> edas#ConferenceSession, edas#hasRelatedDocument -> edas#AcademicEvent	 	ekaw#Document	 	ekaw#Paper, ekaw#Review, ekaw#Programme_Brochure, ekaw#Abstract, ekaw#Web_Site, ekaw#Flyer	ekaw#writtenBy -> ekaw#Person, ekaw#authorOf -> ekaw#Person	 	1.4492480722853696
cmt#Paper	cmt#Paper -> cmt#Document	 	cmt#acceptedBy -> cmt#Administrator, cmt#readByMeta-Reviewer -> cmt#Meta-Reviewer, cmt#readByReviewer -> cmt#Reviewer, cmt#markConflictOfInterest -> cmt#Reviewer, cmt#rejectPaper -> cmt#Administrator, cmt#submitPaper -> cmt#Author, cmt#readPaper -> cmt#Reviewer, cmt#writePaper -> cmt#Author, cmt#hasAuthor -> cmt#Author, cmt#hasSubjectArea -> cmt#SubjectArea, cmt#rejectedBy -> cmt#Administrator, cmt#assignedTo -> cmt#Reviewer, cmt#hasBid -> cmt#Bid, cmt#markConflictOfInterest -> cmt#Chairman, cmt#co-writePaper -> cmt#Co-author, cmt#hasCo-author -> cmt#Co-author, cmt#markConflictOfInterest -> cmt#Author, cmt#hasBeenAssigned -> cmt#Reviewer, cmt#acceptPaper -> cmt#Administrator, cmt#hasDecision -> cmt#Decision	cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string	confOf#Paper	confOf#Paper -> confOf#Contribution	 	 	 	1.445051313897158
confOf#Paper	confOf#Paper -> confOf#Contribution	 	 	 	sigkdd#Paper	sigkdd#Paper -> sigkdd#Document	 	sigkdd#submit -> sigkdd#Author	 	1.445051313897158
confOf#Paper	confOf#Paper -> confOf#Contribution	 	 	 	edas#Paper	edas#Paper -> edas#Document	 	edas#isReviewedBy -> edas#SessionChair, edas#isReviewing -> edas#ConferenceChair, edas#isTopicOf -> edas#Topic, edas#isReviewing -> edas#Reviewer, edas#isReviewedBy -> edas#TPCMember, edas#isReviewing -> edas#SessionChair, edas#isReviewedBy -> edas#ConferenceChair, edas#isReviewing -> edas#TPCMember, edas#isWrittenBy -> edas#Author, edas#isReviewedBy -> edas#Reviewer, edas#hasTopic -> edas#Topic, edas#hasRelatedPaper -> edas#Author	 	1.445051313897158
cmt#ConferenceChair	cmt#ConferenceChair -> cmt#ConferenceMember -> cmt#Person	 	 	 	edas#ConferenceChair	edas#ConferenceChair -> edas#Person	 	edas#initiates -> edas#Call, edas#isReviewing -> edas#Paper, edas#isInitiatedBy -> edas#Call, edas#isReviewedBy -> edas#Paper	 	1.444842917481464
cmt#Person	 	cmt#ConferenceMember, cmt#User, cmt#ExternalReviewer, cmt#Chairman, cmt#ProgramCommitteeMember	cmt#hasConflictOfInterest -> cmt#Document	cmt#email -> cmt#string, cmt#name -> cmt#string	ekaw#Person	 	ekaw#Conference_Participant, ekaw#Student, ekaw#Possible_Reviewer, ekaw#Agency_Staff_Member, ekaw#Paper_Author	ekaw#organises -> ekaw#Event, ekaw#writtenBy -> ekaw#Document, ekaw#organisedBy -> ekaw#Event, ekaw#authorOf -> ekaw#Document	 	1.4441628709090324
confOf#Workshop	confOf#Workshop -> confOf#Working_event -> confOf#Event	 	 	 	ekaw#Workshop	ekaw#Workshop -> ekaw#Scientific_Event -> ekaw#Event	 	 	 	1.4438261659083684
confOf#Conference	confOf#Conference -> confOf#Working_event -> confOf#Event	 	 	 	ekaw#Conference	ekaw#Conference -> ekaw#Scientific_Event -> ekaw#Event	 	ekaw#partOfEvent -> ekaw#Conference_Session	 	1.4412579530096243
edas#Person	 	edas#Attendee, edas#ConferenceChair, edas#SessionChair, edas#TPCMember	edas#attendeeAt -> edas#ConferenceEvent, edas#isMemberOf -> edas#Conference, edas#relatesTo -> edas#Document, edas#hasRelatedDocument -> edas#Document, edas#hasMember -> edas#Conference, edas#hasAttendee -> edas#ConferenceEvent	edas#hasEmail -> edas#string, edas#hasLastName -> edas#string, edas#hasFirstName -> edas#string, edas#hasBiography -> edas#string	ekaw#Person	 	ekaw#Conference_Participant, ekaw#Student, ekaw#Agency_Staff_Member, ekaw#Paper_Author, ekaw#Possible_Reviewer	ekaw#organises -> ekaw#Event, ekaw#writtenBy -> ekaw#Document, ekaw#organisedBy -> ekaw#Event, ekaw#authorOf -> ekaw#Document	 	1.4369034742842532
cmt#Document	 	cmt#Paper, cmt#Review	cmt#hasConflictOfInterest -> cmt#Person	 	ekaw#Document	 	ekaw#Paper, ekaw#Review, ekaw#Abstract, ekaw#Web_Site, ekaw#Flyer, ekaw#Programme_Brochure, ekaw#Multi-author_Volume	ekaw#writtenBy -> ekaw#Person, ekaw#authorOf -> ekaw#Person	 	1.4275741678457234
conference#Paper	conference#Paper -> conference#Regular_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	 	conference#is_the_1th_part_of -> conference#Abstract, conference#has_an_abstract -> conference#Abstract	 	sigkdd#Paper	sigkdd#Paper -> sigkdd#Document	 	sigkdd#submit -> sigkdd#Author	 	1.4274508643602892
edas#SessionChair	edas#SessionChair -> edas#Person	 	edas#isInitiatedBy -> edas#Call, edas#isReviewedBy -> edas#Paper, edas#initiates -> edas#Call, edas#isReviewing -> edas#Paper	 	ekaw#Session_Chair	ekaw#Session_Chair -> ekaw#PC_Member -> ekaw#Possible_Reviewer -> ekaw#Person, ekaw#Session_Chair -> ekaw#Conference_Participant -> ekaw#Person	 	 	 	1.4076350847048857
conference#Invited_speaker	conference#Invited_speaker -> conference#Conference_contributor -> conference#Person	 	 	 	sigkdd#Invited_Speaker	sigkdd#Invited_Speaker -> sigkdd#Speaker -> sigkdd#Person	 	 	 	1.404275114282168
ekaw#Invited_Speaker	ekaw#Invited_Speaker -> ekaw#Presenter -> ekaw#Conference_Participant -> ekaw#Person	 	 	 	sigkdd#Invited_Speaker	sigkdd#Invited_Speaker -> sigkdd#Speaker -> sigkdd#Person	 	 	 	1.4018002502537157
confOf#Reception	confOf#Reception -> confOf#Social_event -> confOf#Event	 	 	 	edas#Reception	edas#Reception -> edas#SocialEvent -> edas#NonAcademicEvent -> edas#ConferenceEvent	 	 	 	1.4000705853888749
cmt#Reviewer	cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Reviewer -> cmt#User -> cmt#Person	 	cmt#readByReviewer -> cmt#Paper, cmt#markConflictOfInterest -> cmt#Paper, cmt#readPaper -> cmt#Paper, cmt#assignReviewer -> cmt#Administrator, cmt#writtenBy -> cmt#Review, cmt#assignedByAdministrator -> cmt#Administrator, cmt#adjustedBy -> cmt#Bid, cmt#assignedTo -> cmt#Paper, cmt#adjustBid -> cmt#Bid, cmt#assignedByReviewer -> cmt#ExternalReviewer, cmt#writeReview -> cmt#Review, cmt#hasBeenAssigned -> cmt#Paper, cmt#assignExternalReviewer -> cmt#ExternalReviewer	 	edas#Reviewer	 	 	edas#hasReviewHistory -> edas#PersonalReviewHistory, edas#isReviewing -> edas#Paper, edas#isReviewedBy -> edas#Paper, edas#isReviewHistoryOf -> edas#PersonalReviewHistory	 	1.4
conference#Conference	 	 	 	conference#has_a_name -> conference#string	sigkdd#Conference	 	 	sigkdd#hold -> sigkdd#ACM_SIGKDD, sigkdd#holded_by -> sigkdd#ACM_SIGKDD, sigkdd#hold -> sigkdd#ACM_SIGKDD	sigkdd#End_of_conference -> sigkdd#dateTime, sigkdd#Start_of_conference -> sigkdd#dateTime, sigkdd#Name_of_conference -> sigkdd#string, sigkdd#City_of_conference -> sigkdd#string	1.4
